,node,state,count,id,Network
12,4,0,491,Extinction,8
13,4,1,362,Extinction,8
14,4,2,147,Extinction,8
15,5,0,161,Extinction,8
16,5,1,178,Extinction,8
17,5,2,661,Extinction,8
0,0,0,343,Extinction,9
1,0,1,311,Extinction,9
2,0,2,346,Extinction,9
3,1,0,182,Extinction,9
4,1,1,381,Extinction,9
5,1,2,437,Extinction,9
6,2,0,360,Extinction,9
7,2,1,344,Extinction,9
8,2,2,296,Extinction,9
9,3,0,243,Extinction,9
10,3,1,350,Extinction,9
11,3,2,407,Extinction,9
12,4,0,598,Extinction,9
13,4,1,266,Extinction,9
14,4,2,136,Extinction,9
15,5,0,274,Extinction,9
16,5,1,348,Extinction,9
17,5,2,378,Extinction,9
0,0,0,608,Extinction,0
1,0,1,307,Extinction,0
2,0,2,85,Extinction,0
3,1,0,553,Extinction,0
4,1,1,343,Extinction,0
5,1,2,104,Extinction,0
6,2,0,155,Extinction,0
7,2,1,241,Extinction,0
8,2,2,604,Extinction,0
9,3,0,137,Extinction,0
10,3,1,218,Extinction,0
11,3,2,645,Extinction,0
12,4,0,206,Extinction,0
13,4,1,391,Extinction,0
14,4,2,403,Extinction,0
15,5,0,341,Extinction,0
16,5,1,500,Extinction,0
17,5,2,159,Extinction,0
0,0,0,213,Extinction,1
1,0,1,227,Extinction,1
2,0,2,560,Extinction,1
3,1,0,524,Extinction,1
4,1,1,312,Extinction,1
5,1,2,164,Extinction,1
6,2,0,270,Extinction,1
7,2,1,414,Extinction,1
8,2,2,316,Extinction,1
9,3,0,269,Extinction,1
10,3,1,330,Extinction,1
11,3,2,401,Extinction,1
12,4,0,513,Extinction,1
13,4,1,318,Extinction,1
14,4,2,169,Extinction,1
15,5,0,284,Extinction,1
16,5,1,326,Extinction,1
17,5,2,390,Extinction,1
0,0,0,541,Extinction,2
1,0,1,300,Extinction,2
2,0,2,159,Extinction,2
3,1,0,363,Extinction,2
4,1,1,320,Extinction,2
5,1,2,317,Extinction,2
6,2,0,199,Extinction,2
7,2,1,268,Extinction,2
8,2,2,533,Extinction,2
9,3,0,218,Extinction,2
10,3,1,314,Extinction,2
11,3,2,468,Extinction,2
12,4,0,368,Extinction,2
13,4,1,397,Extinction,2
14,4,2,235,Extinction,2
15,5,0,347,Extinction,2
16,5,1,376,Extinction,2
17,5,2,277,Extinction,2
0,0,0,279,Extinction,3
1,0,1,324,Extinction,3
2,0,2,397,Extinction,3
3,1,0,227,Extinction,3
4,1,1,289,Extinction,3
5,1,2,484,Extinction,3
6,2,0,228,Extinction,3
7,2,1,276,Extinction,3
8,2,2,496,Extinction,3
9,3,0,421,Extinction,3
10,3,1,429,Extinction,3
11,3,2,150,Extinction,3
12,4,0,279,Extinction,3
13,4,1,324,Extinction,3
14,4,2,397,Extinction,3
15,5,0,566,Extinction,3
16,5,1,358,Extinction,3
17,5,2,76,Extinction,3
0,0,0,156,Extinction,4
1,0,1,271,Extinction,4
2,0,2,573,Extinction,4
3,1,0,618,Extinction,4
4,1,1,322,Extinction,4
5,1,2,60,Extinction,4
6,2,0,222,Extinction,4
7,2,1,430,Extinction,4
8,2,2,348,Extinction,4
9,3,0,180,Extinction,4
10,3,1,396,Extinction,4
11,3,2,424,Extinction,4
12,4,0,653,Extinction,4
13,4,1,324,Extinction,4
14,4,2,23,Extinction,4
15,5,0,171,Extinction,4
16,5,1,269,Extinction,4
17,5,2,560,Extinction,4
0,0,0,548,Extinction,5
1,0,1,307,Extinction,5
2,0,2,145,Extinction,5
3,1,0,608,Extinction,5
4,1,1,298,Extinction,5
5,1,2,94,Extinction,5
6,2,0,152,Extinction,5
7,2,1,314,Extinction,5
8,2,2,534,Extinction,5
9,3,0,208,Extinction,5
10,3,1,420,Extinction,5
11,3,2,372,Extinction,5
12,4,0,355,Extinction,5
13,4,1,377,Extinction,5
14,4,2,268,Extinction,5
15,5,0,129,Extinction,5
16,5,1,284,Extinction,5
17,5,2,587,Extinction,5
0,0,0,495,Extinction,6
1,0,1,341,Extinction,6
2,0,2,164,Extinction,6
3,1,0,491,Extinction,6
4,1,1,308,Extinction,6
5,1,2,201,Extinction,6
6,2,0,140,Extinction,6
7,2,1,232,Extinction,6
8,2,2,628,Extinction,6
9,3,0,198,Extinction,6
10,3,1,353,Extinction,6
11,3,2,449,Extinction,6
12,4,0,189,Extinction,6
13,4,1,479,Extinction,6
14,4,2,332,Extinction,6
15,5,0,487,Extinction,6
16,5,1,287,Extinction,6
17,5,2,226,Extinction,6
0,0,0,104,Extinction,7
1,0,1,87,Extinction,7
2,0,2,809,Extinction,7
3,1,0,194,Extinction,7
4,1,1,306,Extinction,7
5,1,2,500,Extinction,7
6,2,0,547,Extinction,7
7,2,1,392,Extinction,7
8,2,2,61,Extinction,7
9,3,0,344,Extinction,7
10,3,1,383,Extinction,7
11,3,2,273,Extinction,7
12,4,0,370,Extinction,7
13,4,1,457,Extinction,7
14,4,2,173,Extinction,7
15,5,0,441,Extinction,7
16,5,1,425,Extinction,7
17,5,2,134,Extinction,7
0,0,0,254,Extinction,8
1,0,1,297,Extinction,8
2,0,2,449,Extinction,8
3,1,0,234,Extinction,8
4,1,1,372,Extinction,8
5,1,2,394,Extinction,8
6,2,0,425,Extinction,8
7,2,1,386,Extinction,8
8,2,2,189,Extinction,8
9,3,0,439,Extinction,8
10,3,1,386,Extinction,8
11,3,2,175,Extinction,8
12,4,0,467,Extinction,8
13,4,1,343,Extinction,8
14,4,2,190,Extinction,8
15,5,0,181,Extinction,8
16,5,1,216,Extinction,8
17,5,2,603,Extinction,8
0,0,0,357,Extinction,9
1,0,1,322,Extinction,9
2,0,2,321,Extinction,9
3,1,0,157,Extinction,9
4,1,1,361,Extinction,9
5,1,2,482,Extinction,9
6,2,0,374,Extinction,9
7,2,1,337,Extinction,9
8,2,2,289,Extinction,9
9,3,0,254,Extinction,9
10,3,1,342,Extinction,9
11,3,2,404,Extinction,9
12,4,0,570,Extinction,9
13,4,1,281,Extinction,9
14,4,2,149,Extinction,9
15,5,0,288,Extinction,9
16,5,1,357,Extinction,9
17,5,2,355,Extinction,9
0,0,0,613,Extinction,0
1,0,1,298,Extinction,0
2,0,2,89,Extinction,0
3,1,0,549,Extinction,0
4,1,1,352,Extinction,0
5,1,2,99,Extinction,0
6,2,0,147,Extinction,0
7,2,1,232,Extinction,0
8,2,2,621,Extinction,0
9,3,0,136,Extinction,0
10,3,1,214,Extinction,0
11,3,2,650,Extinction,0
12,4,0,204,Extinction,0
13,4,1,421,Extinction,0
14,4,2,375,Extinction,0
15,5,0,351,Extinction,0
16,5,1,483,Extinction,0
17,5,2,166,Extinction,0
0,0,0,191,Extinction,1
1,0,1,242,Extinction,1
2,0,2,567,Extinction,1
3,1,0,493,Extinction,1
4,1,1,319,Extinction,1
5,1,2,188,Extinction,1
6,2,0,258,Extinction,1
7,2,1,437,Extinction,1
8,2,2,305,Extinction,1
9,3,0,265,Extinction,1
10,3,1,351,Extinction,1
11,3,2,384,Extinction,1
12,4,0,527,Extinction,1
13,4,1,299,Extinction,1
14,4,2,174,Extinction,1
15,5,0,298,Extinction,1
16,5,1,320,Extinction,1
17,5,2,382,Extinction,1
0,0,0,533,Extinction,2
1,0,1,318,Extinction,2
2,0,2,149,Extinction,2
3,1,0,359,Extinction,2
4,1,1,322,Extinction,2
5,1,2,319,Extinction,2
6,2,0,210,Extinction,2
7,2,1,261,Extinction,2
8,2,2,529,Extinction,2
9,3,0,239,Extinction,2
10,3,1,299,Extinction,2
11,3,2,462,Extinction,2
12,4,0,370,Extinction,2
13,4,1,409,Extinction,2
14,4,2,221,Extinction,2
15,5,0,303,Extinction,2
16,5,1,439,Extinction,2
17,5,2,258,Extinction,2
0,0,0,267,Extinction,3
1,0,1,355,Extinction,3
2,0,2,378,Extinction,3
3,1,0,229,Extinction,3
4,1,1,265,Extinction,3
5,1,2,506,Extinction,3
6,2,0,232,Extinction,3
7,2,1,262,Extinction,3
8,2,2,506,Extinction,3
9,3,0,406,Extinction,3
10,3,1,444,Extinction,3
11,3,2,150,Extinction,3
12,4,0,296,Extinction,3
13,4,1,321,Extinction,3
14,4,2,383,Extinction,3
15,5,0,570,Extinction,3
16,5,1,353,Extinction,3
17,5,2,77,Extinction,3
0,0,0,165,Extinction,4
1,0,1,266,Extinction,4
2,0,2,569,Extinction,4
3,1,0,582,Extinction,4
4,1,1,358,Extinction,4
5,1,2,60,Extinction,4
6,2,0,222,Extinction,4
7,2,1,404,Extinction,4
8,2,2,374,Extinction,4
9,3,0,179,Extinction,4
10,3,1,425,Extinction,4
11,3,2,396,Extinction,4
12,4,0,666,Extinction,4
13,4,1,317,Extinction,4
14,4,2,17,Extinction,4
15,5,0,186,Extinction,4
16,5,1,239,Extinction,4
17,5,2,575,Extinction,4
0,0,0,548,Extinction,5
1,0,1,334,Extinction,5
2,0,2,118,Extinction,5
3,1,0,608,Extinction,5
4,1,1,291,Extinction,5
5,1,2,101,Extinction,5
6,2,0,135,Extinction,5
7,2,1,291,Extinction,5
8,2,2,574,Extinction,5
9,3,0,187,Extinction,5
10,3,1,449,Extinction,5
11,3,2,364,Extinction,5
12,4,0,384,Extinction,5
13,4,1,359,Extinction,5
14,4,2,257,Extinction,5
15,5,0,138,Extinction,5
16,5,1,276,Extinction,5
17,5,2,586,Extinction,5
0,0,0,499,Extinction,6
1,0,1,341,Extinction,6
2,0,2,160,Extinction,6
3,1,0,500,Extinction,6
4,1,1,289,Extinction,6
5,1,2,211,Extinction,6
6,2,0,163,Extinction,6
7,2,1,237,Extinction,6
8,2,2,600,Extinction,6
9,3,0,197,Extinction,6
10,3,1,341,Extinction,6
11,3,2,462,Extinction,6
12,4,0,193,Extinction,6
13,4,1,470,Extinction,6
14,4,2,337,Extinction,6
15,5,0,493,Extinction,6
16,5,1,277,Extinction,6
17,5,2,230,Extinction,6
0,0,0,114,Extinction,7
1,0,1,109,Extinction,7
2,0,2,777,Extinction,7
3,1,0,218,Extinction,7
4,1,1,298,Extinction,7
5,1,2,484,Extinction,7
6,2,0,545,Extinction,7
7,2,1,382,Extinction,7
8,2,2,73,Extinction,7
9,3,0,368,Extinction,7
10,3,1,368,Extinction,7
11,3,2,264,Extinction,7
12,4,0,393,Extinction,7
13,4,1,454,Extinction,7
14,4,2,153,Extinction,7
15,5,0,422,Extinction,7
16,5,1,438,Extinction,7
17,5,2,140,Extinction,7
0,0,0,270,Extinction,8
1,0,1,310,Extinction,8
2,0,2,420,Extinction,8
3,1,0,204,Extinction,8
4,1,1,383,Extinction,8
5,1,2,413,Extinction,8
6,2,0,403,Extinction,8
7,2,1,424,Extinction,8
8,2,2,173,Extinction,8
9,3,0,485,Extinction,8
10,3,1,344,Extinction,8
11,3,2,171,Extinction,8
12,4,0,465,Extinction,8
13,4,1,361,Extinction,8
14,4,2,174,Extinction,8
15,5,0,173,Extinction,8
16,5,1,178,Extinction,8
17,5,2,649,Extinction,8
0,0,0,361,Extinction,9
1,0,1,326,Extinction,9
2,0,2,313,Extinction,9
3,1,0,188,Extinction,9
4,1,1,359,Extinction,9
5,1,2,453,Extinction,9
6,2,0,348,Extinction,9
7,2,1,344,Extinction,9
8,2,2,308,Extinction,9
9,3,0,245,Extinction,9
10,3,1,348,Extinction,9
11,3,2,407,Extinction,9
12,4,0,558,Extinction,9
13,4,1,274,Extinction,9
14,4,2,168,Extinction,9
15,5,0,300,Extinction,9
16,5,1,349,Extinction,9
17,5,2,351,Extinction,9
0,0,0,627,Extinction,0
1,0,1,293,Extinction,0
2,0,2,80,Extinction,0
3,1,0,550,Extinction,0
4,1,1,339,Extinction,0
5,1,2,111,Extinction,0
6,2,0,136,Extinction,0
7,2,1,249,Extinction,0
8,2,2,615,Extinction,0
9,3,0,145,Extinction,0
10,3,1,204,Extinction,0
11,3,2,651,Extinction,0
12,4,0,210,Extinction,0
13,4,1,417,Extinction,0
14,4,2,373,Extinction,0
15,5,0,332,Extinction,0
16,5,1,498,Extinction,0
17,5,2,170,Extinction,0
0,0,0,189,Extinction,1
1,0,1,262,Extinction,1
2,0,2,549,Extinction,1
3,1,0,499,Extinction,1
4,1,1,318,Extinction,1
5,1,2,183,Extinction,1
6,2,0,240,Extinction,1
7,2,1,446,Extinction,1
8,2,2,314,Extinction,1
9,3,0,281,Extinction,1
10,3,1,328,Extinction,1
11,3,2,391,Extinction,1
12,4,0,533,Extinction,1
13,4,1,318,Extinction,1
14,4,2,149,Extinction,1
15,5,0,258,Extinction,1
16,5,1,328,Extinction,1
17,5,2,414,Extinction,1
0,0,0,543,Extinction,2
1,0,1,284,Extinction,2
2,0,2,173,Extinction,2
3,1,0,376,Extinction,2
4,1,1,355,Extinction,2
5,1,2,269,Extinction,2
6,2,0,213,Extinction,2
7,2,1,272,Extinction,2
8,2,2,515,Extinction,2
9,3,0,212,Extinction,2
10,3,1,310,Extinction,2
11,3,2,478,Extinction,2
12,4,0,353,Extinction,2
13,4,1,378,Extinction,2
14,4,2,269,Extinction,2
15,5,0,319,Extinction,2
16,5,1,385,Extinction,2
17,5,2,296,Extinction,2
0,0,0,275,Extinction,3
1,0,1,336,Extinction,3
2,0,2,389,Extinction,3
3,1,0,249,Extinction,3
4,1,1,258,Extinction,3
5,1,2,493,Extinction,3
6,2,0,208,Extinction,3
7,2,1,282,Extinction,3
8,2,2,510,Extinction,3
9,3,0,432,Extinction,3
10,3,1,435,Extinction,3
11,3,2,133,Extinction,3
12,4,0,275,Extinction,3
13,4,1,314,Extinction,3
14,4,2,411,Extinction,3
15,5,0,561,Extinction,3
16,5,1,375,Extinction,3
17,5,2,64,Extinction,3
0,0,0,165,Extinction,4
1,0,1,290,Extinction,4
2,0,2,545,Extinction,4
3,1,0,576,Extinction,4
4,1,1,358,Extinction,4
5,1,2,66,Extinction,4
6,2,0,252,Extinction,4
7,2,1,403,Extinction,4
8,2,2,345,Extinction,4
9,3,0,194,Extinction,4
10,3,1,414,Extinction,4
11,3,2,392,Extinction,4
12,4,0,641,Extinction,4
13,4,1,331,Extinction,4
14,4,2,28,Extinction,4
15,5,0,172,Extinction,4
16,5,1,271,Extinction,4
17,5,2,557,Extinction,4
0,0,0,531,Extinction,5
1,0,1,343,Extinction,5
2,0,2,126,Extinction,5
3,1,0,600,Extinction,5
4,1,1,300,Extinction,5
5,1,2,100,Extinction,5
6,2,0,139,Extinction,5
7,2,1,280,Extinction,5
8,2,2,581,Extinction,5
9,3,0,214,Extinction,5
10,3,1,423,Extinction,5
11,3,2,363,Extinction,5
12,4,0,368,Extinction,5
13,4,1,387,Extinction,5
14,4,2,245,Extinction,5
15,5,0,148,Extinction,5
16,5,1,267,Extinction,5
17,5,2,585,Extinction,5
0,0,0,513,Extinction,6
1,0,1,327,Extinction,6
2,0,2,160,Extinction,6
3,1,0,516,Extinction,6
4,1,1,300,Extinction,6
5,1,2,184,Extinction,6
6,2,0,134,Extinction,6
7,2,1,243,Extinction,6
8,2,2,623,Extinction,6
9,3,0,206,Extinction,6
10,3,1,342,Extinction,6
11,3,2,452,Extinction,6
12,4,0,213,Extinction,6
13,4,1,445,Extinction,6
14,4,2,342,Extinction,6
15,5,0,502,Extinction,6
16,5,1,259,Extinction,6
17,5,2,239,Extinction,6
0,0,0,114,Extinction,7
1,0,1,93,Extinction,7
2,0,2,793,Extinction,7
3,1,0,229,Extinction,7
4,1,1,262,Extinction,7
5,1,2,509,Extinction,7
6,2,0,548,Extinction,7
7,2,1,376,Extinction,7
8,2,2,76,Extinction,7
9,3,0,359,Extinction,7
10,3,1,349,Extinction,7
11,3,2,292,Extinction,7
12,4,0,388,Extinction,7
13,4,1,444,Extinction,7
14,4,2,168,Extinction,7
15,5,0,446,Extinction,7
16,5,1,446,Extinction,7
17,5,2,108,Extinction,7
0,0,0,276,Extinction,8
1,0,1,300,Extinction,8
2,0,2,424,Extinction,8
3,1,0,205,Extinction,8
4,1,1,390,Extinction,8
5,1,2,405,Extinction,8
6,2,0,425,Extinction,8
7,2,1,398,Extinction,8
8,2,2,177,Extinction,8
9,3,0,425,Extinction,8
10,3,1,383,Extinction,8
11,3,2,192,Extinction,8
12,4,0,483,Extinction,8
13,4,1,339,Extinction,8
14,4,2,178,Extinction,8
15,5,0,186,Extinction,8
16,5,1,190,Extinction,8
17,5,2,624,Extinction,8
0,0,0,345,Extinction,9
1,0,1,339,Extinction,9
2,0,2,316,Extinction,9
3,1,0,179,Extinction,9
4,1,1,376,Extinction,9
5,1,2,445,Extinction,9
6,2,0,362,Extinction,9
7,2,1,335,Extinction,9
8,2,2,303,Extinction,9
9,3,0,233,Extinction,9
10,3,1,354,Extinction,9
11,3,2,413,Extinction,9
12,4,0,577,Extinction,9
13,4,1,265,Extinction,9
14,4,2,158,Extinction,9
15,5,0,304,Extinction,9
16,5,1,331,Extinction,9
17,5,2,365,Extinction,9
0,0,0,600,Extinction,0
1,0,1,316,Extinction,0
2,0,2,84,Extinction,0
3,1,0,566,Extinction,0
4,1,1,343,Extinction,0
5,1,2,91,Extinction,0
6,2,0,151,Extinction,0
7,2,1,237,Extinction,0
8,2,2,612,Extinction,0
9,3,0,122,Extinction,0
10,3,1,226,Extinction,0
11,3,2,652,Extinction,0
12,4,0,217,Extinction,0
13,4,1,409,Extinction,0
14,4,2,374,Extinction,0
15,5,0,344,Extinction,0
16,5,1,469,Extinction,0
17,5,2,187,Extinction,0
0,0,0,235,Extinction,1
1,0,1,213,Extinction,1
2,0,2,552,Extinction,1
3,1,0,524,Extinction,1
4,1,1,328,Extinction,1
5,1,2,148,Extinction,1
6,2,0,259,Extinction,1
7,2,1,406,Extinction,1
8,2,2,335,Extinction,1
9,3,0,266,Extinction,1
10,3,1,361,Extinction,1
11,3,2,373,Extinction,1
12,4,0,524,Extinction,1
13,4,1,306,Extinction,1
14,4,2,170,Extinction,1
15,5,0,254,Extinction,1
16,5,1,324,Extinction,1
17,5,2,422,Extinction,1
0,0,0,564,Extinction,2
1,0,1,287,Extinction,2
2,0,2,149,Extinction,2
3,1,0,351,Extinction,2
4,1,1,341,Extinction,2
5,1,2,308,Extinction,2
6,2,0,210,Extinction,2
7,2,1,258,Extinction,2
8,2,2,532,Extinction,2
9,3,0,202,Extinction,2
10,3,1,294,Extinction,2
11,3,2,504,Extinction,2
12,4,0,375,Extinction,2
13,4,1,390,Extinction,2
14,4,2,235,Extinction,2
15,5,0,298,Extinction,2
16,5,1,430,Extinction,2
17,5,2,272,Extinction,2
0,0,0,273,Extinction,3
1,0,1,353,Extinction,3
2,0,2,374,Extinction,3
3,1,0,244,Extinction,3
4,1,1,265,Extinction,3
5,1,2,491,Extinction,3
6,2,0,221,Extinction,3
7,2,1,291,Extinction,3
8,2,2,488,Extinction,3
9,3,0,412,Extinction,3
10,3,1,415,Extinction,3
11,3,2,173,Extinction,3
12,4,0,288,Extinction,3
13,4,1,309,Extinction,3
14,4,2,403,Extinction,3
15,5,0,562,Extinction,3
16,5,1,367,Extinction,3
17,5,2,71,Extinction,3
0,0,0,168,Extinction,4
1,0,1,290,Extinction,4
2,0,2,542,Extinction,4
3,1,0,594,Extinction,4
4,1,1,343,Extinction,4
5,1,2,63,Extinction,4
6,2,0,235,Extinction,4
7,2,1,409,Extinction,4
8,2,2,356,Extinction,4
9,3,0,203,Extinction,4
10,3,1,407,Extinction,4
11,3,2,390,Extinction,4
12,4,0,643,Extinction,4
13,4,1,338,Extinction,4
14,4,2,19,Extinction,4
15,5,0,157,Extinction,4
16,5,1,272,Extinction,4
17,5,2,571,Extinction,4
0,0,0,558,Extinction,5
1,0,1,315,Extinction,5
2,0,2,127,Extinction,5
3,1,0,600,Extinction,5
4,1,1,304,Extinction,5
5,1,2,96,Extinction,5
6,2,0,138,Extinction,5
7,2,1,298,Extinction,5
8,2,2,564,Extinction,5
9,3,0,189,Extinction,5
10,3,1,420,Extinction,5
11,3,2,391,Extinction,5
12,4,0,358,Extinction,5
13,4,1,390,Extinction,5
14,4,2,252,Extinction,5
15,5,0,157,Extinction,5
16,5,1,273,Extinction,5
17,5,2,570,Extinction,5
0,0,0,494,Extinction,6
1,0,1,341,Extinction,6
2,0,2,165,Extinction,6
3,1,0,486,Extinction,6
4,1,1,288,Extinction,6
5,1,2,226,Extinction,6
6,2,0,171,Extinction,6
7,2,1,244,Extinction,6
8,2,2,585,Extinction,6
9,3,0,225,Extinction,6
10,3,1,315,Extinction,6
11,3,2,460,Extinction,6
12,4,0,205,Extinction,6
13,4,1,456,Extinction,6
14,4,2,339,Extinction,6
15,5,0,492,Extinction,6
16,5,1,287,Extinction,6
17,5,2,221,Extinction,6
0,0,0,102,Extinction,7
1,0,1,102,Extinction,7
2,0,2,796,Extinction,7
3,1,0,206,Extinction,7
4,1,1,272,Extinction,7
5,1,2,522,Extinction,7
6,2,0,532,Extinction,7
7,2,1,402,Extinction,7
8,2,2,66,Extinction,7
9,3,0,358,Extinction,7
10,3,1,376,Extinction,7
11,3,2,266,Extinction,7
12,4,0,377,Extinction,7
13,4,1,468,Extinction,7
14,4,2,155,Extinction,7
15,5,0,425,Extinction,7
16,5,1,463,Extinction,7
17,5,2,112,Extinction,7
0,0,0,247,Extinction,8
1,0,1,308,Extinction,8
2,0,2,445,Extinction,8
3,1,0,227,Extinction,8
4,1,1,388,Extinction,8
5,1,2,385,Extinction,8
6,2,0,426,Extinction,8
7,2,1,381,Extinction,8
8,2,2,193,Extinction,8
9,3,0,449,Extinction,8
10,3,1,375,Extinction,8
11,3,2,176,Extinction,8
12,4,0,473,Extinction,8
13,4,1,355,Extinction,8
14,4,2,172,Extinction,8
15,5,0,178,Extinction,8
16,5,1,193,Extinction,8
17,5,2,629,Extinction,8
0,0,0,317,Extinction,9
1,0,1,363,Extinction,9
2,0,2,320,Extinction,9
3,1,0,181,Extinction,9
4,1,1,351,Extinction,9
5,1,2,468,Extinction,9
6,2,0,361,Extinction,9
7,2,1,352,Extinction,9
8,2,2,287,Extinction,9
9,3,0,251,Extinction,9
10,3,1,342,Extinction,9
11,3,2,407,Extinction,9
12,4,0,587,Extinction,9
13,4,1,274,Extinction,9
14,4,2,139,Extinction,9
15,5,0,303,Extinction,9
16,5,1,318,Extinction,9
17,5,2,379,Extinction,9
0,0,0,637,Extinction,0
1,0,1,281,Extinction,0
2,0,2,82,Extinction,0
3,1,0,546,Extinction,0
4,1,1,337,Extinction,0
5,1,2,117,Extinction,0
6,2,0,165,Extinction,0
7,2,1,202,Extinction,0
8,2,2,633,Extinction,0
9,3,0,164,Extinction,0
10,3,1,192,Extinction,0
11,3,2,644,Extinction,0
12,4,0,227,Extinction,0
13,4,1,416,Extinction,0
14,4,2,357,Extinction,0
15,5,0,350,Extinction,0
16,5,1,483,Extinction,0
17,5,2,167,Extinction,0
0,0,0,203,Extinction,1
1,0,1,239,Extinction,1
2,0,2,558,Extinction,1
3,1,0,502,Extinction,1
4,1,1,331,Extinction,1
5,1,2,167,Extinction,1
6,2,0,269,Extinction,1
7,2,1,404,Extinction,1
8,2,2,327,Extinction,1
9,3,0,268,Extinction,1
10,3,1,361,Extinction,1
11,3,2,371,Extinction,1
12,4,0,547,Extinction,1
13,4,1,292,Extinction,1
14,4,2,161,Extinction,1
15,5,0,270,Extinction,1
16,5,1,314,Extinction,1
17,5,2,416,Extinction,1
0,0,0,538,Extinction,2
1,0,1,295,Extinction,2
2,0,2,167,Extinction,2
3,1,0,379,Extinction,2
4,1,1,328,Extinction,2
5,1,2,293,Extinction,2
6,2,0,210,Extinction,2
7,2,1,299,Extinction,2
8,2,2,491,Extinction,2
9,3,0,218,Extinction,2
10,3,1,306,Extinction,2
11,3,2,476,Extinction,2
12,4,0,373,Extinction,2
13,4,1,394,Extinction,2
14,4,2,233,Extinction,2
15,5,0,295,Extinction,2
16,5,1,442,Extinction,2
17,5,2,263,Extinction,2
0,0,0,254,Extinction,3
1,0,1,365,Extinction,3
2,0,2,381,Extinction,3
3,1,0,226,Extinction,3
4,1,1,257,Extinction,3
5,1,2,517,Extinction,3
6,2,0,234,Extinction,3
7,2,1,292,Extinction,3
8,2,2,474,Extinction,3
9,3,0,413,Extinction,3
10,3,1,416,Extinction,3
11,3,2,171,Extinction,3
12,4,0,298,Extinction,3
13,4,1,327,Extinction,3
14,4,2,375,Extinction,3
15,5,0,592,Extinction,3
16,5,1,328,Extinction,3
17,5,2,80,Extinction,3
0,0,0,188,Extinction,4
1,0,1,254,Extinction,4
2,0,2,558,Extinction,4
3,1,0,560,Extinction,4
4,1,1,374,Extinction,4
5,1,2,66,Extinction,4
6,2,0,243,Extinction,4
7,2,1,397,Extinction,4
8,2,2,360,Extinction,4
9,3,0,180,Extinction,4
10,3,1,396,Extinction,4
11,3,2,424,Extinction,4
12,4,0,633,Extinction,4
13,4,1,332,Extinction,4
14,4,2,35,Extinction,4
15,5,0,196,Extinction,4
16,5,1,247,Extinction,4
17,5,2,557,Extinction,4
0,0,0,526,Extinction,5
1,0,1,340,Extinction,5
2,0,2,134,Extinction,5
3,1,0,618,Extinction,5
4,1,1,280,Extinction,5
5,1,2,102,Extinction,5
6,2,0,132,Extinction,5
7,2,1,324,Extinction,5
8,2,2,544,Extinction,5
9,3,0,210,Extinction,5
10,3,1,423,Extinction,5
11,3,2,367,Extinction,5
12,4,0,365,Extinction,5
13,4,1,384,Extinction,5
14,4,2,251,Extinction,5
15,5,0,149,Extinction,5
16,5,1,249,Extinction,5
17,5,2,602,Extinction,5
0,0,0,482,Extinction,6
1,0,1,357,Extinction,6
2,0,2,161,Extinction,6
3,1,0,524,Extinction,6
4,1,1,280,Extinction,6
5,1,2,196,Extinction,6
6,2,0,119,Extinction,6
7,2,1,260,Extinction,6
8,2,2,621,Extinction,6
9,3,0,213,Extinction,6
10,3,1,328,Extinction,6
11,3,2,459,Extinction,6
12,4,0,225,Extinction,6
13,4,1,452,Extinction,6
14,4,2,323,Extinction,6
15,5,0,495,Extinction,6
16,5,1,265,Extinction,6
17,5,2,240,Extinction,6
0,0,0,123,Extinction,7
1,0,1,103,Extinction,7
2,0,2,774,Extinction,7
3,1,0,196,Extinction,7
4,1,1,275,Extinction,7
5,1,2,529,Extinction,7
6,2,0,567,Extinction,7
7,2,1,374,Extinction,7
8,2,2,59,Extinction,7
9,3,0,336,Extinction,7
10,3,1,385,Extinction,7
11,3,2,279,Extinction,7
12,4,0,377,Extinction,7
13,4,1,453,Extinction,7
14,4,2,170,Extinction,7
15,5,0,448,Extinction,7
16,5,1,424,Extinction,7
17,5,2,128,Extinction,7
0,0,0,247,Extinction,8
1,0,1,286,Extinction,8
2,0,2,467,Extinction,8
3,1,0,240,Extinction,8
4,1,1,383,Extinction,8
5,1,2,377,Extinction,8
6,2,0,415,Extinction,8
7,2,1,414,Extinction,8
8,2,2,171,Extinction,8
9,3,0,443,Extinction,8
10,3,1,365,Extinction,8
11,3,2,192,Extinction,8
12,4,0,473,Extinction,8
13,4,1,347,Extinction,8
14,4,2,180,Extinction,8
15,5,0,182,Extinction,8
16,5,1,205,Extinction,8
17,5,2,613,Extinction,8
0,0,0,337,Extinction,9
1,0,1,319,Extinction,9
2,0,2,344,Extinction,9
3,1,0,177,Extinction,9
4,1,1,374,Extinction,9
5,1,2,449,Extinction,9
6,2,0,355,Extinction,9
7,2,1,350,Extinction,9
8,2,2,295,Extinction,9
9,3,0,244,Extinction,9
10,3,1,380,Extinction,9
11,3,2,376,Extinction,9
12,4,0,605,Extinction,9
13,4,1,236,Extinction,9
14,4,2,159,Extinction,9
15,5,0,282,Extinction,9
16,5,1,341,Extinction,9
17,5,2,377,Extinction,9
0,0,0,628,No Extinction,0
1,0,1,269,No Extinction,0
2,0,2,103,No Extinction,0
3,1,0,544,No Extinction,0
4,1,1,323,No Extinction,0
5,1,2,133,No Extinction,0
6,2,0,113,No Extinction,0
7,2,1,258,No Extinction,0
