,node,state,count,id,Network
7,2,1,0,Extinction,8
8,2,2,0,Extinction,8
9,3,0,241,Extinction,8
10,3,1,759,Extinction,8
11,3,2,0,Extinction,8
12,4,0,0,Extinction,8
13,4,1,1000,Extinction,8
14,4,2,0,Extinction,8
15,5,0,528,Extinction,8
16,5,1,472,Extinction,8
17,5,2,0,Extinction,8
0,0,0,0,Extinction,9
1,0,1,0,Extinction,9
2,0,2,1000,Extinction,9
3,1,0,1000,Extinction,9
4,1,1,0,Extinction,9
5,1,2,0,Extinction,9
6,2,0,533,Extinction,9
7,2,1,467,Extinction,9
8,2,2,0,Extinction,9
9,3,0,407,Extinction,9
10,3,1,593,Extinction,9
11,3,2,0,Extinction,9
12,4,0,57,Extinction,9
13,4,1,597,Extinction,9
14,4,2,346,Extinction,9
15,5,0,3,Extinction,9
16,5,1,343,Extinction,9
17,5,2,654,Extinction,9
0,0,0,1000,Extinction,0
1,0,1,0,Extinction,0
2,0,2,0,Extinction,0
3,1,0,897,Extinction,0
4,1,1,103,Extinction,0
5,1,2,0,Extinction,0
6,2,0,0,Extinction,0
7,2,1,369,Extinction,0
8,2,2,631,Extinction,0
9,3,0,0,Extinction,0
10,3,1,68,Extinction,0
11,3,2,932,Extinction,0
12,4,0,8,Extinction,0
13,4,1,573,Extinction,0
14,4,2,419,Extinction,0
15,5,0,95,Extinction,0
16,5,1,887,Extinction,0
17,5,2,18,Extinction,0
0,0,0,0,Extinction,1
1,0,1,0,Extinction,1
2,0,2,1000,Extinction,1
3,1,0,999,Extinction,1
4,1,1,0,Extinction,1
5,1,2,1,Extinction,1
6,2,0,509,Extinction,1
7,2,1,383,Extinction,1
8,2,2,108,Extinction,1
9,3,0,439,Extinction,1
10,3,1,559,Extinction,1
11,3,2,2,Extinction,1
12,4,0,46,Extinction,1
13,4,1,639,Extinction,1
14,4,2,315,Extinction,1
15,5,0,7,Extinction,1
16,5,1,419,Extinction,1
17,5,2,574,Extinction,1
0,0,0,0,Extinction,2
1,0,1,1000,Extinction,2
2,0,2,0,Extinction,2
3,1,0,0,Extinction,2
4,1,1,1000,Extinction,2
5,1,2,0,Extinction,2
6,2,0,0,Extinction,2
7,2,1,1000,Extinction,2
8,2,2,0,Extinction,2
9,3,0,0,Extinction,2
10,3,1,1000,Extinction,2
11,3,2,0,Extinction,2
12,4,0,1000,Extinction,2
13,4,1,0,Extinction,2
14,4,2,0,Extinction,2
15,5,0,1000,Extinction,2
16,5,1,0,Extinction,2
17,5,2,0,Extinction,2
0,0,0,1000,Extinction,3
1,0,1,0,Extinction,3
2,0,2,0,Extinction,3
3,1,0,132,Extinction,3
4,1,1,610,Extinction,3
5,1,2,258,Extinction,3
6,2,0,310,Extinction,3
7,2,1,456,Extinction,3
8,2,2,234,Extinction,3
9,3,0,30,Extinction,3
10,3,1,113,Extinction,3
11,3,2,857,Extinction,3
12,4,0,598,Extinction,3
13,4,1,301,Extinction,3
14,4,2,101,Extinction,3
15,5,0,191,Extinction,3
16,5,1,259,Extinction,3
17,5,2,550,Extinction,3
0,0,0,0,Extinction,4
1,0,1,12,Extinction,4
2,0,2,988,Extinction,4
3,1,0,191,Extinction,4
4,1,1,785,Extinction,4
5,1,2,24,Extinction,4
6,2,0,0,Extinction,4
7,2,1,12,Extinction,4
8,2,2,988,Extinction,4
9,3,0,990,Extinction,4
10,3,1,10,Extinction,4
11,3,2,0,Extinction,4
12,4,0,983,Extinction,4
13,4,1,17,Extinction,4
14,4,2,0,Extinction,4
15,5,0,843,Extinction,4
16,5,1,157,Extinction,4
17,5,2,0,Extinction,4
0,0,0,637,Extinction,5
1,0,1,6,Extinction,5
2,0,2,357,Extinction,5
3,1,0,661,Extinction,5
4,1,1,271,Extinction,5
5,1,2,68,Extinction,5
6,2,0,21,Extinction,5
7,2,1,126,Extinction,5
8,2,2,853,Extinction,5
9,3,0,28,Extinction,5
10,3,1,458,Extinction,5
11,3,2,514,Extinction,5
12,4,0,690,Extinction,5
13,4,1,285,Extinction,5
14,4,2,25,Extinction,5
15,5,0,197,Extinction,5
16,5,1,620,Extinction,5
17,5,2,183,Extinction,5
0,0,0,1000,Extinction,6
1,0,1,0,Extinction,6
2,0,2,0,Extinction,6
3,1,0,2,Extinction,6
4,1,1,36,Extinction,6
5,1,2,962,Extinction,6
6,2,0,4,Extinction,6
7,2,1,271,Extinction,6
8,2,2,725,Extinction,6
9,3,0,712,Extinction,6
10,3,1,288,Extinction,6
11,3,2,0,Extinction,6
12,4,0,55,Extinction,6
13,4,1,680,Extinction,6
14,4,2,265,Extinction,6
15,5,0,227,Extinction,6
16,5,1,725,Extinction,6
17,5,2,48,Extinction,6
0,0,0,1000,Extinction,7
1,0,1,0,Extinction,7
2,0,2,0,Extinction,7
3,1,0,830,Extinction,7
4,1,1,170,Extinction,7
5,1,2,0,Extinction,7
6,2,0,829,Extinction,7
7,2,1,170,Extinction,7
8,2,2,1,Extinction,7
9,3,0,30,Extinction,7
10,3,1,535,Extinction,7
11,3,2,435,Extinction,7
12,4,0,18,Extinction,7
13,4,1,398,Extinction,7
14,4,2,584,Extinction,7
15,5,0,3,Extinction,7
16,5,1,17,Extinction,7
17,5,2,980,Extinction,7
0,0,0,1,Extinction,8
1,0,1,999,Extinction,8
2,0,2,0,Extinction,8
3,1,0,236,Extinction,8
4,1,1,764,Extinction,8
5,1,2,0,Extinction,8
6,2,0,1000,Extinction,8
7,2,1,0,Extinction,8
8,2,2,0,Extinction,8
9,3,0,237,Extinction,8
10,3,1,763,Extinction,8
11,3,2,0,Extinction,8
12,4,0,1,Extinction,8
13,4,1,999,Extinction,8
14,4,2,0,Extinction,8
15,5,0,525,Extinction,8
16,5,1,475,Extinction,8
17,5,2,0,Extinction,8
0,0,0,0,Extinction,9
1,0,1,0,Extinction,9
2,0,2,1000,Extinction,9
3,1,0,1000,Extinction,9
4,1,1,0,Extinction,9
5,1,2,0,Extinction,9
6,2,0,534,Extinction,9
7,2,1,466,Extinction,9
8,2,2,0,Extinction,9
9,3,0,412,Extinction,9
10,3,1,588,Extinction,9
11,3,2,0,Extinction,9
12,4,0,52,Extinction,9
13,4,1,592,Extinction,9
14,4,2,356,Extinction,9
15,5,0,2,Extinction,9
16,5,1,354,Extinction,9
17,5,2,644,Extinction,9
0,0,0,1000,Extinction,0
1,0,1,0,Extinction,0
2,0,2,0,Extinction,0
3,1,0,897,Extinction,0
4,1,1,103,Extinction,0
5,1,2,0,Extinction,0
6,2,0,0,Extinction,0
7,2,1,364,Extinction,0
8,2,2,636,Extinction,0
9,3,0,0,Extinction,0
10,3,1,85,Extinction,0
11,3,2,915,Extinction,0
12,4,0,5,Extinction,0
13,4,1,563,Extinction,0
14,4,2,432,Extinction,0
15,5,0,98,Extinction,0
16,5,1,885,Extinction,0
17,5,2,17,Extinction,0
0,0,0,0,Extinction,1
1,0,1,0,Extinction,1
2,0,2,1000,Extinction,1
3,1,0,1000,Extinction,1
4,1,1,0,Extinction,1
5,1,2,0,Extinction,1
6,2,0,491,Extinction,1
7,2,1,392,Extinction,1
8,2,2,117,Extinction,1
9,3,0,442,Extinction,1
10,3,1,555,Extinction,1
11,3,2,3,Extinction,1
12,4,0,59,Extinction,1
13,4,1,620,Extinction,1
14,4,2,321,Extinction,1
15,5,0,8,Extinction,1
16,5,1,433,Extinction,1
17,5,2,559,Extinction,1
0,0,0,0,Extinction,2
1,0,1,1000,Extinction,2
2,0,2,0,Extinction,2
3,1,0,0,Extinction,2
4,1,1,1000,Extinction,2
5,1,2,0,Extinction,2
6,2,0,0,Extinction,2
7,2,1,1000,Extinction,2
8,2,2,0,Extinction,2
9,3,0,0,Extinction,2
10,3,1,1000,Extinction,2
11,3,2,0,Extinction,2
12,4,0,1000,Extinction,2
13,4,1,0,Extinction,2
14,4,2,0,Extinction,2
15,5,0,1000,Extinction,2
16,5,1,0,Extinction,2
17,5,2,0,Extinction,2
0,0,0,1000,Extinction,3
1,0,1,0,Extinction,3
2,0,2,0,Extinction,3
3,1,0,158,Extinction,3
4,1,1,583,Extinction,3
5,1,2,259,Extinction,3
6,2,0,318,Extinction,3
7,2,1,458,Extinction,3
8,2,2,224,Extinction,3
9,3,0,26,Extinction,3
10,3,1,111,Extinction,3
11,3,2,863,Extinction,3
12,4,0,598,Extinction,3
13,4,1,302,Extinction,3
14,4,2,100,Extinction,3
15,5,0,198,Extinction,3
16,5,1,248,Extinction,3
17,5,2,554,Extinction,3
0,0,0,0,Extinction,4
1,0,1,17,Extinction,4
2,0,2,983,Extinction,4
3,1,0,212,Extinction,4
4,1,1,749,Extinction,4
5,1,2,39,Extinction,4
6,2,0,0,Extinction,4
7,2,1,22,Extinction,4
8,2,2,978,Extinction,4
9,3,0,980,Extinction,4
10,3,1,20,Extinction,4
11,3,2,0,Extinction,4
12,4,0,979,Extinction,4
13,4,1,21,Extinction,4
14,4,2,0,Extinction,4
15,5,0,803,Extinction,4
16,5,1,197,Extinction,4
17,5,2,0,Extinction,4
0,0,0,609,Extinction,5
1,0,1,6,Extinction,5
2,0,2,385,Extinction,5
3,1,0,672,Extinction,5
4,1,1,258,Extinction,5
5,1,2,70,Extinction,5
6,2,0,14,Extinction,5
7,2,1,125,Extinction,5
8,2,2,861,Extinction,5
9,3,0,35,Extinction,5
10,3,1,470,Extinction,5
11,3,2,495,Extinction,5
12,4,0,663,Extinction,5
13,4,1,318,Extinction,5
14,4,2,19,Extinction,5
15,5,0,186,Extinction,5
16,5,1,644,Extinction,5
17,5,2,170,Extinction,5
0,0,0,1000,Extinction,6
1,0,1,0,Extinction,6
2,0,2,0,Extinction,6
3,1,0,1,Extinction,6
4,1,1,35,Extinction,6
5,1,2,964,Extinction,6
6,2,0,4,Extinction,6
7,2,1,274,Extinction,6
8,2,2,722,Extinction,6
9,3,0,715,Extinction,6
10,3,1,285,Extinction,6
11,3,2,0,Extinction,6
12,4,0,45,Extinction,6
13,4,1,677,Extinction,6
14,4,2,278,Extinction,6
15,5,0,235,Extinction,6
16,5,1,729,Extinction,6
17,5,2,36,Extinction,6
0,0,0,1000,Extinction,7
1,0,1,0,Extinction,7
2,0,2,0,Extinction,7
3,1,0,830,Extinction,7
4,1,1,168,Extinction,7
5,1,2,2,Extinction,7
6,2,0,830,Extinction,7
7,2,1,168,Extinction,7
8,2,2,2,Extinction,7
9,3,0,22,Extinction,7
10,3,1,543,Extinction,7
11,3,2,435,Extinction,7
12,4,0,8,Extinction,7
13,4,1,404,Extinction,7
14,4,2,588,Extinction,7
15,5,0,1,Extinction,7
16,5,1,26,Extinction,7
17,5,2,973,Extinction,7
0,0,0,1,Extinction,8
1,0,1,999,Extinction,8
2,0,2,0,Extinction,8
3,1,0,251,Extinction,8
4,1,1,749,Extinction,8
5,1,2,0,Extinction,8
6,2,0,1000,Extinction,8
7,2,1,0,Extinction,8
8,2,2,0,Extinction,8
9,3,0,241,Extinction,8
10,3,1,759,Extinction,8
11,3,2,0,Extinction,8
12,4,0,1,Extinction,8
13,4,1,999,Extinction,8
14,4,2,0,Extinction,8
15,5,0,506,Extinction,8
16,5,1,494,Extinction,8
17,5,2,0,Extinction,8
0,0,0,0,Extinction,9
1,0,1,0,Extinction,9
2,0,2,1000,Extinction,9
3,1,0,1000,Extinction,9
4,1,1,0,Extinction,9
5,1,2,0,Extinction,9
6,2,0,526,Extinction,9
7,2,1,474,Extinction,9
8,2,2,0,Extinction,9
9,3,0,412,Extinction,9
10,3,1,588,Extinction,9
11,3,2,0,Extinction,9
12,4,0,58,Extinction,9
13,4,1,598,Extinction,9
14,4,2,344,Extinction,9
15,5,0,4,Extinction,9
16,5,1,340,Extinction,9
17,5,2,656,Extinction,9
0,0,0,1000,Extinction,0
1,0,1,0,Extinction,0
2,0,2,0,Extinction,0
3,1,0,900,Extinction,0
4,1,1,100,Extinction,0
5,1,2,0,Extinction,0
6,2,0,0,Extinction,0
7,2,1,354,Extinction,0
8,2,2,646,Extinction,0
9,3,0,0,Extinction,0
10,3,1,76,Extinction,0
11,3,2,924,Extinction,0
12,4,0,3,Extinction,0
13,4,1,588,Extinction,0
14,4,2,409,Extinction,0
15,5,0,97,Extinction,0
16,5,1,882,Extinction,0
17,5,2,21,Extinction,0
0,0,0,1,Extinction,1
1,0,1,0,Extinction,1
2,0,2,999,Extinction,1
3,1,0,999,Extinction,1
4,1,1,1,Extinction,1
5,1,2,0,Extinction,1
6,2,0,492,Extinction,1
7,2,1,394,Extinction,1
8,2,2,114,Extinction,1
9,3,0,457,Extinction,1
10,3,1,539,Extinction,1
11,3,2,4,Extinction,1
12,4,0,44,Extinction,1
13,4,1,648,Extinction,1
14,4,2,308,Extinction,1
15,5,0,7,Extinction,1
16,5,1,418,Extinction,1
17,5,2,575,Extinction,1
0,0,0,0,Extinction,2
1,0,1,1000,Extinction,2
2,0,2,0,Extinction,2
3,1,0,0,Extinction,2
4,1,1,1000,Extinction,2
5,1,2,0,Extinction,2
6,2,0,0,Extinction,2
7,2,1,1000,Extinction,2
8,2,2,0,Extinction,2
9,3,0,0,Extinction,2
10,3,1,1000,Extinction,2
11,3,2,0,Extinction,2
12,4,0,1000,Extinction,2
13,4,1,0,Extinction,2
14,4,2,0,Extinction,2
15,5,0,1000,Extinction,2
16,5,1,0,Extinction,2
17,5,2,0,Extinction,2
0,0,0,1000,Extinction,3
1,0,1,0,Extinction,3
2,0,2,0,Extinction,3
3,1,0,133,Extinction,3
4,1,1,595,Extinction,3
5,1,2,272,Extinction,3
6,2,0,312,Extinction,3
7,2,1,435,Extinction,3
8,2,2,253,Extinction,3
9,3,0,34,Extinction,3
10,3,1,121,Extinction,3
11,3,2,845,Extinction,3
12,4,0,593,Extinction,3
13,4,1,318,Extinction,3
14,4,2,89,Extinction,3
15,5,0,197,Extinction,3
16,5,1,262,Extinction,3
17,5,2,541,Extinction,3
0,0,0,0,Extinction,4
1,0,1,20,Extinction,4
2,0,2,980,Extinction,4
3,1,0,197,Extinction,4
4,1,1,766,Extinction,4
5,1,2,37,Extinction,4
6,2,0,0,Extinction,4
7,2,1,17,Extinction,4
8,2,2,983,Extinction,4
9,3,0,981,Extinction,4
10,3,1,19,Extinction,4
11,3,2,0,Extinction,4
12,4,0,978,Extinction,4
13,4,1,22,Extinction,4
14,4,2,0,Extinction,4
15,5,0,834,Extinction,4
16,5,1,166,Extinction,4
17,5,2,0,Extinction,4
0,0,0,640,Extinction,5
1,0,1,6,Extinction,5
2,0,2,354,Extinction,5
3,1,0,644,Extinction,5
4,1,1,270,Extinction,5
5,1,2,86,Extinction,5
6,2,0,18,Extinction,5
7,2,1,137,Extinction,5
8,2,2,845,Extinction,5
9,3,0,28,Extinction,5
10,3,1,468,Extinction,5
11,3,2,504,Extinction,5
12,4,0,674,Extinction,5
13,4,1,311,Extinction,5
14,4,2,15,Extinction,5
15,5,0,170,Extinction,5
16,5,1,634,Extinction,5
17,5,2,196,Extinction,5
0,0,0,1000,Extinction,6
1,0,1,0,Extinction,6
2,0,2,0,Extinction,6
3,1,0,1,Extinction,6
4,1,1,31,Extinction,6
5,1,2,968,Extinction,6
6,2,0,2,Extinction,6
7,2,1,269,Extinction,6
8,2,2,729,Extinction,6
9,3,0,729,Extinction,6
10,3,1,271,Extinction,6
11,3,2,0,Extinction,6
12,4,0,49,Extinction,6
13,4,1,690,Extinction,6
14,4,2,261,Extinction,6
15,5,0,219,Extinction,6
16,5,1,739,Extinction,6
17,5,2,42,Extinction,6
0,0,0,1000,Extinction,7
1,0,1,0,Extinction,7
2,0,2,0,Extinction,7
3,1,0,838,Extinction,7
4,1,1,161,Extinction,7
5,1,2,1,Extinction,7
6,2,0,827,Extinction,7
7,2,1,171,Extinction,7
8,2,2,2,Extinction,7
9,3,0,29,Extinction,7
10,3,1,557,Extinction,7
11,3,2,414,Extinction,7
12,4,0,14,Extinction,7
13,4,1,391,Extinction,7
14,4,2,595,Extinction,7
15,5,0,0,Extinction,7
16,5,1,12,Extinction,7
17,5,2,988,Extinction,7
0,0,0,3,Extinction,8
1,0,1,997,Extinction,8
2,0,2,0,Extinction,8
3,1,0,246,Extinction,8
4,1,1,754,Extinction,8
5,1,2,0,Extinction,8
6,2,0,1000,Extinction,8
7,2,1,0,Extinction,8
8,2,2,0,Extinction,8
9,3,0,224,Extinction,8
10,3,1,776,Extinction,8
11,3,2,0,Extinction,8
12,4,0,3,Extinction,8
13,4,1,997,Extinction,8
14,4,2,0,Extinction,8
15,5,0,524,Extinction,8
16,5,1,476,Extinction,8
17,5,2,0,Extinction,8
0,0,0,0,Extinction,9
1,0,1,0,Extinction,9
2,0,2,1000,Extinction,9
3,1,0,1000,Extinction,9
4,1,1,0,Extinction,9
5,1,2,0,Extinction,9
6,2,0,545,Extinction,9
7,2,1,455,Extinction,9
8,2,2,0,Extinction,9
9,3,0,411,Extinction,9
10,3,1,589,Extinction,9
11,3,2,0,Extinction,9
12,4,0,43,Extinction,9
13,4,1,606,Extinction,9
14,4,2,351,Extinction,9
15,5,0,1,Extinction,9
16,5,1,350,Extinction,9
17,5,2,649,Extinction,9
0,0,0,1000,Extinction,0
1,0,1,0,Extinction,0
2,0,2,0,Extinction,0
3,1,0,903,Extinction,0
4,1,1,97,Extinction,0
5,1,2,0,Extinction,0
6,2,0,1,Extinction,0
7,2,1,358,Extinction,0
8,2,2,641,Extinction,0
9,3,0,0,Extinction,0
10,3,1,75,Extinction,0
11,3,2,925,Extinction,0
12,4,0,7,Extinction,0
13,4,1,582,Extinction,0
14,4,2,411,Extinction,0
15,5,0,89,Extinction,0
16,5,1,888,Extinction,0
17,5,2,23,Extinction,0
0,0,0,1,Extinction,1
1,0,1,0,Extinction,1
2,0,2,999,Extinction,1
3,1,0,999,Extinction,1
4,1,1,1,Extinction,1
5,1,2,0,Extinction,1
6,2,0,498,Extinction,1
7,2,1,396,Extinction,1
8,2,2,106,Extinction,1
9,3,0,450,Extinction,1
10,3,1,547,Extinction,1
11,3,2,3,Extinction,1
12,4,0,44,Extinction,1
13,4,1,643,Extinction,1
14,4,2,313,Extinction,1
15,5,0,8,Extinction,1
16,5,1,413,Extinction,1
17,5,2,579,Extinction,1
0,0,0,0,Extinction,2
1,0,1,1000,Extinction,2
2,0,2,0,Extinction,2
3,1,0,0,Extinction,2
4,1,1,1000,Extinction,2
5,1,2,0,Extinction,2
6,2,0,0,Extinction,2
7,2,1,1000,Extinction,2
8,2,2,0,Extinction,2
9,3,0,0,Extinction,2
10,3,1,1000,Extinction,2
11,3,2,0,Extinction,2
12,4,0,1000,Extinction,2
13,4,1,0,Extinction,2
14,4,2,0,Extinction,2
15,5,0,1000,Extinction,2
16,5,1,0,Extinction,2
17,5,2,0,Extinction,2
0,0,0,1000,Extinction,3
1,0,1,0,Extinction,3
2,0,2,0,Extinction,3
3,1,0,145,Extinction,3
4,1,1,586,Extinction,3
5,1,2,269,Extinction,3
6,2,0,317,Extinction,3
7,2,1,473,Extinction,3
8,2,2,210,Extinction,3
9,3,0,35,Extinction,3
10,3,1,117,Extinction,3
11,3,2,848,Extinction,3
12,4,0,607,Extinction,3
13,4,1,282,Extinction,3
14,4,2,111,Extinction,3
15,5,0,178,Extinction,3
16,5,1,260,Extinction,3
17,5,2,562,Extinction,3
0,0,0,0,Extinction,4
1,0,1,17,Extinction,4
2,0,2,983,Extinction,4
3,1,0,211,Extinction,4
4,1,1,753,Extinction,4
5,1,2,36,Extinction,4
6,2,0,0,Extinction,4
7,2,1,19,Extinction,4
8,2,2,981,Extinction,4
9,3,0,973,Extinction,4
10,3,1,27,Extinction,4
11,3,2,0,Extinction,4
12,4,0,982,Extinction,4
13,4,1,18,Extinction,4
14,4,2,0,Extinction,4
15,5,0,814,Extinction,4
16,5,1,186,Extinction,4
17,5,2,0,Extinction,4
0,0,0,599,Extinction,5
1,0,1,6,Extinction,5
2,0,2,395,Extinction,5
3,1,0,690,Extinction,5
4,1,1,241,Extinction,5
5,1,2,69,Extinction,5
6,2,0,26,Extinction,5
7,2,1,118,Extinction,5
8,2,2,856,Extinction,5
9,3,0,28,Extinction,5
10,3,1,496,Extinction,5
11,3,2,476,Extinction,5
12,4,0,670,Extinction,5
13,4,1,316,Extinction,5
14,4,2,14,Extinction,5
15,5,0,180,Extinction,5
16,5,1,630,Extinction,5
17,5,2,190,Extinction,5
0,0,0,1000,Extinction,6
1,0,1,0,Extinction,6
2,0,2,0,Extinction,6
3,1,0,8,Extinction,6
4,1,1,38,Extinction,6
5,1,2,954,Extinction,6
6,2,0,7,Extinction,6
7,2,1,272,Extinction,6
8,2,2,721,Extinction,6
9,3,0,711,Extinction,6
10,3,1,287,Extinction,6
11,3,2,2,Extinction,6
12,4,0,49,Extinction,6
13,4,1,682,Extinction,6
14,4,2,269,Extinction,6
15,5,0,225,Extinction,6
16,5,1,721,Extinction,6
17,5,2,54,Extinction,6
0,0,0,1000,Extinction,7
1,0,1,0,Extinction,7
2,0,2,0,Extinction,7
3,1,0,841,Extinction,7
4,1,1,159,Extinction,7
5,1,2,0,Extinction,7
6,2,0,835,Extinction,7
7,2,1,163,Extinction,7
8,2,2,2,Extinction,7
9,3,0,20,Extinction,7
10,3,1,565,Extinction,7
11,3,2,415,Extinction,7
12,4,0,18,Extinction,7
13,4,1,379,Extinction,7
14,4,2,603,Extinction,7
15,5,0,1,Extinction,7
16,5,1,19,Extinction,7
17,5,2,980,Extinction,7
0,0,0,2,Extinction,8
1,0,1,998,Extinction,8
2,0,2,0,Extinction,8
3,1,0,226,Extinction,8
4,1,1,774,Extinction,8
5,1,2,0,Extinction,8
6,2,0,1000,Extinction,8
7,2,1,0,Extinction,8
8,2,2,0,Extinction,8
9,3,0,233,Extinction,8
10,3,1,767,Extinction,8
11,3,2,0,Extinction,8
12,4,0,2,Extinction,8
13,4,1,998,Extinction,8
14,4,2,0,Extinction,8
15,5,0,537,Extinction,8
16,5,1,463,Extinction,8
17,5,2,0,Extinction,8
0,0,0,0,Extinction,9
1,0,1,0,Extinction,9
2,0,2,1000,Extinction,9
3,1,0,1000,Extinction,9
4,1,1,0,Extinction,9
5,1,2,0,Extinction,9
6,2,0,535,Extinction,9
7,2,1,465,Extinction,9
8,2,2,0,Extinction,9
9,3,0,409,Extinction,9
10,3,1,591,Extinction,9
11,3,2,0,Extinction,9
12,4,0,54,Extinction,9
13,4,1,589,Extinction,9
14,4,2,357,Extinction,9
15,5,0,2,Extinction,9
16,5,1,355,Extinction,9
17,5,2,643,Extinction,9
0,0,0,1000,Extinction,0
1,0,1,0,Extinction,0
2,0,2,0,Extinction,0
3,1,0,904,Extinction,0
4,1,1,96,Extinction,0
5,1,2,0,Extinction,0
6,2,0,0,Extinction,0
7,2,1,371,Extinction,0
8,2,2,629,Extinction,0
9,3,0,0,Extinction,0
10,3,1,75,Extinction,0
11,3,2,925,Extinction,0
12,4,0,6,Extinction,0
13,4,1,560,Extinction,0
14,4,2,434,Extinction,0
15,5,0,90,Extinction,0
16,5,1,898,Extinction,0
17,5,2,12,Extinction,0
0,0,0,0,Extinction,1
1,0,1,0,Extinction,1
2,0,2,1000,Extinction,1
3,1,0,1000,Extinction,1
4,1,1,0,Extinction,1
5,1,2,0,Extinction,1
6,2,0,490,Extinction,1
7,2,1,394,Extinction,1
8,2,2,116,Extinction,1
9,3,0,447,Extinction,1
10,3,1,551,Extinction,1
11,3,2,2,Extinction,1
12,4,0,58,Extinction,1
13,4,1,625,Extinction,1
14,4,2,317,Extinction,1
15,5,0,5,Extinction,1
16,5,1,430,Extinction,1
17,5,2,565,Extinction,1
0,0,0,0,Extinction,2
1,0,1,1000,Extinction,2
2,0,2,0,Extinction,2
3,1,0,0,Extinction,2
4,1,1,1000,Extinction,2
5,1,2,0,Extinction,2
6,2,0,0,Extinction,2
7,2,1,1000,Extinction,2
8,2,2,0,Extinction,2
9,3,0,0,Extinction,2
10,3,1,1000,Extinction,2
11,3,2,0,Extinction,2
12,4,0,1000,Extinction,2
13,4,1,0,Extinction,2
14,4,2,0,Extinction,2
15,5,0,1000,Extinction,2
16,5,1,0,Extinction,2
17,5,2,0,Extinction,2
0,0,0,1000,Extinction,3
1,0,1,0,Extinction,3
2,0,2,0,Extinction,3
3,1,0,142,Extinction,3
4,1,1,588,Extinction,3
5,1,2,270,Extinction,3
6,2,0,309,Extinction,3
7,2,1,468,Extinction,3
8,2,2,223,Extinction,3
9,3,0,33,Extinction,3
10,3,1,123,Extinction,3
11,3,2,844,Extinction,3
12,4,0,593,Extinction,3
13,4,1,304,Extinction,3
14,4,2,103,Extinction,3
15,5,0,183,Extinction,3
16,5,1,257,Extinction,3
17,5,2,560,Extinction,3
0,0,0,0,Extinction,4
1,0,1,19,Extinction,4
2,0,2,981,Extinction,4
3,1,0,193,Extinction,4
4,1,1,771,Extinction,4
5,1,2,36,Extinction,4
6,2,0,0,Extinction,4
7,2,1,17,Extinction,4
8,2,2,983,Extinction,4
9,3,0,982,Extinction,4
10,3,1,18,Extinction,4
11,3,2,0,Extinction,4
12,4,0,979,Extinction,4
13,4,1,21,Extinction,4
14,4,2,0,Extinction,4
15,5,0,834,Extinction,4
16,5,1,166,Extinction,4
17,5,2,0,Extinction,4
0,0,0,624,Extinction,5
1,0,1,7,Extinction,5
2,0,2,369,Extinction,5
3,1,0,677,Extinction,5
4,1,1,250,Extinction,5
5,1,2,73,Extinction,5
6,2,0,21,Extinction,5
7,2,1,110,Extinction,5
8,2,2,869,Extinction,5
9,3,0,26,Extinction,5
10,3,1,466,Extinction,5
11,3,2,508,Extinction,5
12,4,0,682,Extinction,5
13,4,1,306,Extinction,5
14,4,2,12,Extinction,5
15,5,0,190,Extinction,5
16,5,1,641,Extinction,5
17,5,2,169,Extinction,5
0,0,0,1000,Extinction,6
1,0,1,0,Extinction,6
2,0,2,0,Extinction,6
3,1,0,1,Extinction,6
4,1,1,32,Extinction,6
5,1,2,967,Extinction,6
6,2,0,1,Extinction,6
7,2,1,277,Extinction,6
8,2,2,722,Extinction,6
9,3,0,704,Extinction,6
10,3,1,296,Extinction,6
11,3,2,0,Extinction,6
12,4,0,50,Extinction,6
13,4,1,690,Extinction,6
14,4,2,260,Extinction,6
15,5,0,244,Extinction,6
16,5,1,705,Extinction,6
17,5,2,51,Extinction,6
0,0,0,1000,Extinction,7
1,0,1,0,Extinction,7
2,0,2,0,Extinction,7
3,1,0,822,Extinction,7
4,1,1,176,Extinction,7
5,1,2,2,Extinction,7
6,2,0,833,Extinction,7
7,2,1,165,Extinction,7
8,2,2,2,Extinction,7
9,3,0,16,Extinction,7
10,3,1,567,Extinction,7
11,3,2,417,Extinction,7
12,4,0,11,Extinction,7
13,4,1,380,Extinction,7
14,4,2,609,Extinction,7
15,5,0,2,Extinction,7
16,5,1,28,Extinction,7
17,5,2,970,Extinction,7
0,0,0,4,Extinction,8
1,0,1,996,Extinction,8
2,0,2,0,Extinction,8
3,1,0,249,Extinction,8
4,1,1,751,Extinction,8
5,1,2,0,Extinction,8
6,2,0,1000,Extinction,8
7,2,1,0,Extinction,8
8,2,2,0,Extinction,8
9,3,0,215,Extinction,8
10,3,1,785,Extinction,8
11,3,2,0,Extinction,8
12,4,0,4,Extinction,8
13,4,1,996,Extinction,8
14,4,2,0,Extinction,8
15,5,0,528,Extinction,8
16,5,1,472,Extinction,8
17,5,2,0,Extinction,8
0,0,0,0,Extinction,9
1,0,1,0,Extinction,9
2,0,2,1000,Extinction,9
3,1,0,1000,Extinction,9
4,1,1,0,Extinction,9
5,1,2,0,Extinction,9
6,2,0,521,Extinction,9
7,2,1,479,Extinction,9
8,2,2,0,Extinction,9
9,3,0,416,Extinction,9
10,3,1,584,Extinction,9
11,3,2,0,Extinction,9
12,4,0,62,Extinction,9
13,4,1,573,Extinction,9
14,4,2,365,Extinction,9
15,5,0,1,Extinction,9
